Sample,X,Y,Z
476,-0.133,-0.082,0.914
477,-0.121,-0.168,0.934
478,-0.043,0.020,1.023
479,0.047,0.234,1.027
480,0.121,0.109,0.980
481,0.043,-0.223,0.898
482,0.012,-0.180,0.992
483,0.008,-0.035,1.055
484,0.016,-0.074,1.062
485,-0.031,-0.105,1.105
486,0.008,0.055,1.035
487,-0.062,0.301,0.953
488,-0.035,-0.051,0.988
489,-0.082,-0.133,0.895
490,0.035,-0.070,0.984
491,0.098,0.141,0.938
492,0.117,0.129,0.910
493,0.168,-0.168,0.789
494,0.070,0.000,0.707
495,0.070,0.148,1.004
496,-0.020,0.164,1.008
497,-0.105,0.074,1.043
498,-0.082,0.082,1.254
499,-0.090,0.191,1.223
500,-0.129,0.082,1.098
501,-0.098,-0.008,1.098
502,0.004,0.027,1.141
503,0.043,0.008,1.043
504,0.094,-0.133,0.973
505,0.152,-0.090,1.016
506,0.109,-0.129,0.941
507,0.055,-0.207,0.891
508,-0.020,-0.129,0.977
509,-0.078,-0.020,0.930
510,-0.020,0.066,0.867
511,-0.012,-0.023,0.832
512,-0.012,-0.227,0.867
513,0.012,-0.223,0.867
514,-0.004,-0.117,0.891
515,0.070,-0.133,1.102
516,-0.027,-0.152,0.938
517,-0.027,-0.141,0.891
518,0.062,0.000,1.016
519,-0.008,0.090,1.055
520,-0.016,-0.160,1.102
521,-0.086,-0.105,1.035
522,-0.012,0.043,1.129
523,0.012,0.023,0.910
524,0.012,-0.164,0.688
525,0.020,-0.176,0.848
526,0.035,0.008,0.859
527,-0.035,0.105,0.824
528,-0.023,-0.152,0.898
529,-0.047,-0.184,0.879
530,-0.008,-0.020,0.941
531,0.035,0.070,0.992
532,0.062,-0.016,1.059
533,0.102,-0.160,1.066
534,0.133,-0.043,1.023
535,0.121,0.043,0.992
536,0.059,-0.082,1.039
537,-0.066,-0.047,1.055
538,-0.039,-0.090,1.082
539,-0.113,0.148,1.164
540,-0.125,0.242,1.145
541,-0.086,0.066,1.012
542,-0.078,0.109,0.957
543,0.012,-0.016,1.039
544,-0.008,0.121,0.941
545,0.051,0.039,0.949
546,0.102,-0.230,0.953
547,0.094,-0.145,0.875
548,0.137,0.121,0.840
549,0.047,-0.016,0.828
550,-0.062,0.008,0.875
551,-0.062,-0.027,0.918
552,-0.051,0.121,0.902
553,0.020,0.039,1.043
554,-0.051,-0.145,0.973
555,-0.004,-0.023,0.973
556,0.066,0.074,1.043
557,0.055,-0.055,1.004
558,0.023,-0.168,1.004
559,0.020,-0.090,1.023
560,0.066,-0.062,1.176
561,0.043,0.043,1.070
562,-0.027,-0.074,1.031
563,-0.078,-0.125,1.074
564,-0.078,-0.020,1.023
565,-0.035,-0.062,1.047
566,-0.055,-0.078,0.969
567,-0.012,-0.121,0.957
568,0.020,-0.051,0.914
569,0.105,-0.121,0.848
570,0.086,-0.230,0.848
571,0.059,-0.121,0.891
572,0.078,-0.129,0.934
573,0.051,-0.164,0.895
574,0.047,-0.156,0.938
575,-0.043,0.027,0.863
576,-0.090,0.105,0.875
577,-0.133,-0.051,0.906
578,-0.059,-0.027,0.934
579,-0.012,0.047,0.984
580,0.008,0.070,1.008
581,0.066,0.039,1.051
582,0.055,-0.082,0.977
583,0.043,-0.004,0.945
584,0.051,0.117,1.047
585,-0.039,0.082,1.023
586,0.000,-0.125,1.000
587,0.004,-0.043,0.992
588,-0.016,0.047,1.109
589,-0.012,-0.055,1.043
590,-0.098,-0.141,0.949
591,0.000,-0.137,1.062
592,0.066,0.176,0.953
593,0.066,0.008,0.949
594,0.086,-0.258,0.973
595,0.035,-0.156,1.012
596,0.039,-0.020,1.059
597,-0.004,-0.012,0.977
598,0.012,0.012,1.027
599,0.055,0.004,0.922
600,-0.008,0.234,0.871
601,-0.090,0.195,1.059
602,-0.121,-0.023,1.023
603,-0.102,-0.117,0.902
604,-0.039,0.004,0.977
605,0.070,0.164,1.062
606,0.039,0.137,0.883
607,0.023,-0.188,0.898
608,0.039,-0.160,1.027
609,-0.004,0.027,0.992
610,0.004,-0.109,0.930
611,-0.059,-0.289,0.910
612,0.008,-0.172,0.941
613,0.031,0.043,0.883
614,0.074,-0.117,0.914
615,0.020,-0.324,0.996
616,-0.035,-0.230,0.988
617,0.020,-0.035,0.973
618,0.020,-0.109,1.023
619,0.008,-0.145,1.012
620,0.035,-0.141,1.008
621,0.039,0.059,1.023
622,0.027,0.082,1.125
623,0.000,-0.070,0.953
624,0.008,-0.121,0.883
625,-0.016,-0.031,0.945
626,-0.027,0.270,0.875
627,-0.070,0.113,0.891
628,-0.090,-0.129,0.824
629,-0.066,0.035,0.875
630,0.051,0.250,0.922
631,0.039,0.199,0.832
632,-0.066,-0.008,0.852
633,-0.043,0.105,0.953
634,0.051,0.219,0.973
635,0.051,0.121,1.008
636,0.012,0.078,1.039
637,0.066,0.195,1.074
638,0.008,0.289,1.012
639,-0.016,0.062,1.094
640,-0.023,0.133,1.137
641,0.020,0.262,1.176
642,0.020,0.258,1.215
643,0.004,0.195,1.156
644,0.031,0.168,1.039
645,0.066,0.195,0.973
646,0.066,0.133,0.988
647,0.051,0.133,0.984
648,0.055,0.137,0.938
649,0.020,0.113,0.969
650,0.000,0.117,0.984
651,-0.082,0.105,0.949
652,-0.105,0.141,0.953
653,-0.098,0.129,0.973
654,-0.047,0.184,1.047
655,0.012,0.062,0.961
656,0.031,-0.055,0.961
657,0.039,0.004,1.012
658,0.027,0.027,0.988
659,0.008,-0.145,0.895
660,0.039,-0.121,0.859
661,0.121,0.098,0.918
662,0.055,0.148,0.902
663,-0.059,-0.020,0.812
664,-0.086,-0.094,0.918
665,-0.031,-0.055,0.965
666,-0.059,-0.008,0.926
667,-0.016,-0.082,0.992
668,0.047,-0.148,0.949
669,0.074,-0.055,0.918
670,0.137,-0.051,0.973
671,0.027,-0.211,1.020
672,-0.035,-0.223,1.016
673,-0.047,-0.023,1.043
674,0.008,0.086,1.125
675,-0.043,-0.047,0.977
676,-0.070,-0.113,0.953
677,-0.035,0.113,1.039
678,-0.031,0.191,0.953
679,-0.008,0.039,0.887
680,0.062,-0.051,0.832
681,0.129,0.039,0.902
682,0.059,0.184,0.953
683,-0.016,0.164,0.977
684,0.012,0.066,0.965
685,0.004,0.215,0.906
686,0.012,0.336,1.023
687,-0.043,0.215,1.012
688,-0.082,0.090,0.988
689,0.031,0.105,1.113
