Sample,X,Y,Z
732,0.078,-0.066,1.008
733,-0.008,-0.031,0.949
734,-0.020,-0.086,0.941
735,-0.035,-0.031,0.949
736,-0.016,0.004,0.980
737,0.004,0.016,0.945
738,-0.012,0.059,0.895
739,0.047,-0.152,1.031
740,0.020,-0.055,0.941
741,0.027,-0.055,0.906
742,0.059,-0.066,0.992
743,0.027,-0.062,0.992
744,0.020,-0.012,0.902
745,-0.035,-0.008,0.969
746,-0.047,-0.020,0.980
747,-0.016,0.016,0.941
748,0.008,0.031,0.938
749,0.016,-0.082,1.004
750,0.016,-0.043,0.945
751,0.055,-0.086,0.934
752,0.051,-0.078,0.961
753,0.062,-0.078,1.008
754,0.008,0.012,0.891
755,-0.023,-0.082,0.973
756,-0.023,-0.043,0.973
757,-0.051,0.023,0.945
758,-0.031,0.059,0.980
759,0.000,-0.027,0.953
760,0.051,-0.094,0.957
761,0.078,-0.098,0.965
762,0.043,-0.043,0.922
763,0.102,-0.109,1.039
764,-0.016,0.027,0.879
765,0.008,-0.121,1.012
766,-0.016,-0.008,0.949
767,-0.043,0.027,0.926
768,0.000,-0.008,0.996
769,-0.059,-0.027,0.938
770,0.027,-0.082,0.953
771,-0.012,0.016,0.938
772,0.016,-0.141,0.953
773,0.031,-0.062,0.961
774,0.016,0.027,0.926
775,0.086,-0.074,0.996
776,0.066,0.016,0.953
777,0.043,-0.031,0.945
778,0.023,-0.055,0.965
779,0.012,-0.051,0.969
780,-0.016,-0.039,0.926
781,-0.039,-0.090,0.980
782,-0.031,-0.055,0.957
783,-0.012,0.008,0.969
784,-0.008,0.004,0.953
785,0.051,-0.055,0.980
786,0.047,-0.031,0.957
787,0.074,-0.023,0.938
788,0.039,-0.062,0.980
789,0.004,-0.035,0.984
790,-0.020,-0.027,0.918
791,-0.020,-0.059,0.961
792,0.016,-0.090,1.000
793,0.004,0.070,0.914
794,-0.008,-0.035,0.953
795,-0.012,-0.023,0.961
796,-0.012,-0.039,0.949
797,-0.004,0.059,0.953
798,0.012,-0.074,0.996
799,0.031,-0.070,0.977
800,0.055,-0.055,0.918
801,0.047,-0.062,0.977
802,0.055,-0.062,1.004
803,-0.012,0.020,0.902
804,0.000,-0.043,0.977
805,-0.016,-0.012,0.973
806,-0.047,-0.031,0.953
807,-0.031,-0.020,0.930
808,-0.012,-0.098,1.000
809,0.031,0.004,0.953
810,0.047,0.000,0.949
811,0.090,-0.035,0.949
812,0.059,-0.066,0.941
813,0.035,-0.102,0.969
814,-0.008,-0.059,0.945
815,-0.055,0.008,0.945
816,-0.008,-0.004,0.973
817,-0.035,-0.035,0.953
818,0.023,-0.059,0.980
819,0.000,-0.039,0.898
820,0.008,-0.098,0.984
821,0.008,-0.047,0.996
822,0.012,-0.008,0.934
823,0.051,-0.051,0.992
824,0.016,0.004,0.938
825,0.043,-0.164,0.980
826,0.020,-0.016,0.891
827,0.004,-0.027,0.984
828,0.004,0.031,1.000
829,-0.020,-0.004,0.953
830,-0.031,-0.051,0.945
831,0.020,-0.117,1.008
832,0.016,0.027,0.922
833,0.043,-0.066,0.980
834,0.000,-0.082,0.957
835,0.012,-0.051,1.000
836,-0.035,0.062,0.906
837,-0.004,-0.102,0.988
838,0.020,-0.008,0.922
839,0.035,-0.051,0.984
840,0.027,-0.059,0.941
841,0.004,-0.027,0.926
842,-0.008,-0.027,0.934
843,0.016,-0.043,1.023
844,0.020,-0.121,0.953
845,0.012,0.000,0.895
846,0.020,-0.070,1.008
847,0.035,0.016,0.984
848,-0.004,-0.016,0.930
849,0.012,-0.047,0.957
850,-0.008,-0.059,0.945
851,0.012,-0.027,0.961
852,-0.023,-0.066,0.941
853,0.031,-0.090,1.008
854,0.035,-0.012,0.965
855,0.020,0.043,0.961
856,0.051,-0.102,0.996
857,-0.012,-0.035,0.895
858,0.004,-0.059,0.977
859,-0.016,-0.012,0.988
860,-0.031,-0.027,0.934
861,0.012,0.000,0.938
862,0.008,-0.078,0.984
863,0.051,-0.082,0.961
864,0.016,-0.023,0.887
865,0.055,-0.020,0.977
866,0.066,-0.051,1.016
867,0.000,-0.043,0.922
868,-0.035,-0.141,0.934
869,-0.016,-0.012,0.988
870,0.004,-0.043,1.004
871,-0.020,0.059,0.902
872,0.023,-0.070,0.973
873,0.008,-0.043,0.953
874,0.012,-0.078,0.953
875,0.023,-0.016,0.914
876,0.039,-0.062,1.008
877,0.066,-0.047,1.027
878,0.031,-0.020,0.918
879,0.031,-0.055,0.961
880,-0.020,-0.062,0.957
881,-0.016,-0.082,0.977
882,-0.031,0.012,0.918
883,-0.035,0.051,0.938
884,0.012,-0.031,0.988
885,0.012,-0.070,0.969
886,0.031,-0.051,0.926
887,0.020,-0.039,0.934
888,0.043,-0.090,0.977
889,0.039,-0.039,0.941
890,0.016,-0.043,0.969
891,0.035,-0.008,0.965
892,0.008,-0.023,0.918
893,-0.023,-0.055,0.953
894,-0.023,-0.062,0.953
895,-0.035,-0.020,1.004
896,-0.055,0.031,0.938
897,-0.023,-0.059,0.961
898,0.039,-0.086,0.953
899,0.090,-0.039,0.965
900,0.102,-0.027,0.992
901,0.070,-0.031,0.934
902,0.043,-0.094,0.953
903,-0.012,-0.082,1.000
904,-0.078,-0.039,0.949
905,-0.066,-0.008,0.914
906,-0.051,0.043,0.949
907,0.023,-0.039,1.039
908,0.016,0.008,0.914
909,0.051,0.000,0.910
910,0.055,-0.141,1.031
911,0.051,-0.074,0.973
912,0.031,-0.027,0.891
913,0.023,0.020,0.945
914,0.039,-0.098,1.004
915,-0.023,0.000,0.922
916,-0.023,-0.035,0.902
917,-0.008,0.027,0.984
918,-0.020,0.000,0.980
919,-0.008,-0.031,0.945
920,0.023,-0.070,0.949
