Sample,X,Y,Z
447,0.078,0.168,0.824
448,0.016,0.023,0.934
449,-0.137,-0.078,1.035
450,-0.137,-0.008,1.059
451,-0.035,0.121,1.102
452,-0.008,0.137,1.164
453,0.023,-0.027,1.066
454,0.102,-0.027,0.879
455,0.145,0.070,0.977
456,0.137,-0.137,1.066
457,-0.066,-0.117,0.883
458,-0.090,-0.117,1.020
459,-0.062,-0.203,1.090
460,-0.094,-0.062,0.977
461,-0.055,0.059,1.012
462,-0.027,0.109,1.008
463,-0.020,-0.051,0.996
464,-0.082,-0.258,0.824
465,-0.008,-0.242,0.871
466,0.129,-0.215,0.949
467,0.086,-0.246,0.816
468,0.094,-0.246,0.855
469,0.094,-0.133,0.918
470,0.027,0.051,0.887
471,0.027,-0.062,0.945
472,-0.098,-0.078,0.953
473,-0.117,-0.027,1.098
474,-0.078,0.020,1.000
475,0.008,0.039,0.984
476,0.086,-0.137,1.027
477,0.047,-0.035,0.895
478,0.020,-0.082,0.949
479,0.016,-0.148,0.977
480,0.008,0.023,1.000
481,-0.012,0.035,1.059
482,-0.039,-0.160,1.035
483,-0.195,-0.035,1.035
484,-0.027,0.090,1.082
485,0.078,0.059,0.875
486,-0.004,-0.027,0.855
487,0.008,0.004,0.957
488,0.059,-0.129,0.863
489,0.031,-0.207,0.844
490,0.117,-0.086,1.027
491,0.121,0.246,1.000
492,0.039,0.289,0.910
493,-0.047,0.078,0.984
494,-0.020,0.027,1.047
495,-0.055,0.141,0.969
496,-0.059,0.137,1.043
497,-0.008,0.125,1.156
498,0.012,-0.027,0.988
499,-0.027,-0.078,0.926
500,0.047,-0.043,1.145
501,0.051,0.152,1.094
502,0.012,-0.074,1.059
503,-0.102,-0.125,1.055
504,-0.059,0.016,1.145
505,0.000,-0.012,0.988
506,0.023,-0.203,0.848
507,0.074,-0.246,1.012
508,0.070,0.055,0.895
509,0.051,-0.039,0.816
510,-0.023,-0.195,0.922
511,-0.020,-0.176,0.922
512,-0.035,-0.051,0.902
513,-0.074,0.125,1.039
514,0.008,-0.062,1.125
515,0.016,-0.012,0.980
516,0.102,-0.016,0.980
517,0.016,0.012,1.020
518,-0.027,-0.105,0.945
519,0.043,-0.277,0.801
520,0.074,-0.070,0.855
521,0.074,0.023,1.070
522,-0.086,-0.078,0.809
523,-0.137,-0.160,0.879
524,-0.090,-0.055,0.992
525,-0.012,0.137,0.863
526,0.027,-0.023,0.891
527,0.004,-0.168,0.969
528,0.121,-0.176,1.078
529,0.047,-0.055,0.988
530,0.066,-0.227,1.000
531,0.012,-0.184,1.020
532,-0.051,-0.027,0.934
533,0.008,0.051,1.070
534,-0.047,0.059,1.117
535,0.047,-0.027,1.105
536,0.016,0.008,1.043
537,0.023,0.082,1.008
538,-0.004,0.020,1.004
539,-0.047,0.000,0.797
540,0.043,0.066,0.879
541,-0.023,0.070,0.922
542,-0.074,0.027,0.859
543,0.000,-0.023,0.898
544,0.051,0.086,0.949
545,0.027,0.039,0.992
546,-0.078,0.035,0.949
547,-0.102,-0.055,0.977
548,0.000,-0.086,1.078
549,0.086,0.008,0.996
550,0.051,0.039,0.965
551,0.109,-0.121,1.062
552,0.074,-0.129,0.918
553,0.016,-0.062,1.012
554,0.031,-0.043,1.047
555,-0.039,-0.098,1.020
556,0.004,0.156,1.121
557,0.012,0.148,1.082
558,-0.066,-0.027,0.969
559,-0.062,-0.074,1.008
560,0.035,-0.020,0.996
561,0.047,-0.098,1.027
562,-0.004,-0.199,1.059
563,0.039,-0.078,1.012
564,0.062,-0.020,0.945
565,-0.012,-0.129,0.945
566,-0.105,-0.031,0.906
567,-0.043,0.055,0.953
568,0.008,-0.027,0.938
569,-0.016,-0.020,0.879
570,0.047,-0.098,0.926
571,0.043,-0.070,0.781
572,0.000,-0.141,0.797
573,0.027,-0.027,0.883
574,0.055,-0.051,0.824
575,-0.016,-0.082,0.871
576,0.027,-0.027,1.039
577,0.027,0.004,1.047
578,-0.043,-0.102,1.039
579,-0.055,-0.164,1.070
580,-0.086,-0.027,1.133
581,0.027,-0.020,1.094
582,0.023,-0.109,1.039
583,0.070,-0.129,1.168
584,0.082,-0.109,1.055
585,0.020,0.039,0.969
586,0.023,-0.055,1.047
587,0.027,-0.160,0.859
588,-0.031,-0.012,0.832
589,0.000,0.117,0.969
590,0.043,0.070,0.910
591,0.020,-0.062,0.836
592,-0.070,-0.074,0.898
593,-0.074,0.086,0.930
594,-0.047,0.160,0.879
595,-0.023,-0.070,0.871
596,0.039,-0.004,1.016
597,0.051,0.137,1.117
598,0.004,-0.008,1.117
599,0.043,-0.191,1.102
600,0.051,-0.035,1.062
601,0.027,0.102,1.059
602,-0.004,0.102,0.922
603,-0.047,-0.059,0.969
604,0.000,-0.098,1.062
605,-0.016,-0.043,0.934
606,-0.051,-0.031,1.012
607,0.012,-0.105,1.012
608,0.062,-0.035,0.855
609,0.016,-0.078,0.918
610,0.020,-0.074,0.969
611,0.098,-0.094,1.008
612,0.078,-0.191,0.922
613,0.047,-0.250,1.000
614,-0.031,-0.039,1.078
615,-0.055,-0.066,0.926
616,-0.027,-0.031,0.969
617,0.027,-0.043,1.051
618,-0.082,0.098,0.930
619,-0.055,0.160,0.992
620,-0.039,-0.145,1.012
621,-0.047,-0.219,0.992
622,0.004,-0.102,0.941
623,0.066,0.105,0.906
624,0.117,0.051,0.910
625,0.102,-0.055,0.707
626,0.086,0.012,0.789
627,-0.078,-0.074,0.957
628,-0.164,-0.160,0.855
629,-0.086,-0.082,0.914
630,0.074,0.031,1.031
631,0.066,0.211,0.969
632,-0.027,0.129,0.898
633,0.020,0.070,0.973
634,0.000,-0.035,1.043
635,-0.004,0.047,1.043
636,0.004,0.199,1.133
637,0.043,0.156,1.188
638,0.023,0.293,1.098
639,0.094,0.258,1.074
640,0.031,0.289,0.973
641,-0.055,0.312,1.027
642,-0.047,0.273,1.027
643,-0.035,0.137,1.035
644,-0.016,-0.020,1.066
645,0.008,0.145,0.980
646,0.133,0.254,0.961
647,0.051,0.270,0.848
648,-0.012,0.094,0.934
649,-0.086,0.074,0.910
650,-0.039,0.008,0.906
651,0.055,0.090,1.027
652,0.098,0.039,1.051
